이름,artist,image,link,month,producer,rank_status,ranking,sales_volume,title
Mara,화사(Hwa Sa),https://circlechart.kr/uploadDir/albumImg/thumb/20200707_D3F22E4676E0B8ECA8FB340F52393D31.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,RBW,-27,181,,마리아 (Maria)
LOVE YOURSELF 承 `Her`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/4FFEC38AFE9D45379D5982F3528D6573.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,8,47,,DNA
The 1st Mini Album `Beam Of Prism`,VIVIZ (비비지),https://circlechart.kr/uploadDir/albumImg/thumb/20220216_836A1F00CBAE6C07C44F883FF975EA9A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,"BPM ENTERTAINMENT, SWING ENTERTAINMENT",1,84,,BOP BOP!
Ice Cream (with Selena Gomez),BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20200901_4FC4826D80DDE0D17330EA2E73030326.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-12,64,,Ice Cream (with Selena Gomez)
SQUARE TWO,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/488A855CB4B44213A01986AD36B16BF6.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-6,119,,불장난
THE ALBUM,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20201006_19D1D69951DD4A1A2564BF5400D31690.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-1,78,,Pretty Savage
BE,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20201124_7F747CE4C41E9E59EE0248DB41923EBA.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,-5,30,,Life Goes On
눈이 오잖아,이무진,https://circlechart.kr/uploadDir/albumImg/thumb/20211207_24598EEB0C4C534B7D25E3D98D95BF00.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,쇼플레이,-24,58,,눈이 오잖아 (Feat.헤이즈)
DIMENSION : ANSWER,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20220118_8357F487330B2A8CD4214E38F7B7DC2F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,빌리프랩,-55,113,,Blessed-Cursed
`키스 먼저 할까요?` OST Part 3,폴킴,https://circlechart.kr/uploadDir/albumImg/thumb/55A1EA1F83DF4E2593945FF10D112A5F.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,SM Entertainment,-10,127,,"모든 날, 모든 순간 (Every day, Every Moment)"
WINGS,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/34AFCD122A4141699215A6B3A6A5FDDF.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,45,53,,피 땀 눈물
"너, 너 (N번째 연애 X 휘인 (Whee In)) OST",휘인 (Whee In),https://circlechart.kr/uploadDir/albumImg/thumb/20220222_780D81E3B5A8744D29CDE9F1D440592E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,TOON STUDIO,hot,82,,"너, 너 (N번째 연애 X 휘인 (Whee In))"
MSG워너비 1집,MSG워너비(M.O.M),https://circlechart.kr/uploadDir/albumImg/thumb/20210630_E1F08A756614D4373FFC75091E26B77C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,유야호,-6,102,,바라만 본다
SQUARE ONE,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/613B0565EC29445CBC57532C718BDA02.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG PLUS,-9,90,,붐바야
세 번째 `고백`,멜로망스(Melomance),https://circlechart.kr/uploadDir/albumImg/thumb/20210907_D2EE01690E6EDB8044B89122EA1288EB.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,"카카오엔터테인먼트, 민트페이퍼, 광합성",-11,138,,고백
LOVE YOURSELF 轉 `Tear`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/DE71DB67198F40B182AD553D81ABBBD4.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,33,147,,Airplane pt.2
Butter,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20210525_64B5C7C1EACE0661878323F997D8192B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,-,3,,Butter
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_0A1C7BC44527CFD28C29505E77A73287.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,-36,143,,시차
Counting Stars,BE`O (비오),https://circlechart.kr/uploadDir/albumImg/thumb/20211221_8831BE04EC86F884189830F6DDE0FC13.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,페임어스 엔터테인먼트,-29,52,,Counting Stars (Feat. Beenzino)
Rollin`,브레이브걸스 (Brave Girls),https://circlechart.kr/uploadDir/albumImg/thumb/20210302_B71C9F1C0E618E35D1BC12AEB4A9DBEA.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,브레이브 엔터테인먼트,-15,85,,롤린 (Rollin`)
We play,Weeekly (위클리),https://circlechart.kr/uploadDir/albumImg/thumb/20210323_3EA53E48D5E1B23D288B696FDB212BFF.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,플레이엠엔터테인먼트,-12,148,,After School
THE ALBUM,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20201006_6DDAF2A5C31F33D0EDBFEC3659DFFA23.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-5,35,,Lovesick Girls
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_C79BF2656DB69BCF156C5C31A89D16D5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,-18,87,,Filter
Make It Right,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/8CBD27995F8D4990A0450D83B9C402DB.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,-9,99,,Make It Right (Feat. Lauv)
The Feels,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20211005_4C4E0BAC9F4ED0F45DB5447CEEA1B239.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,-7,17,,The Feels
에잇,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20200512_8F396C4442D26C6E086FD9AEFD6E148A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,EDAM엔터테인먼트,-13,91,,에잇 (Prod.&Feat. SUGA of BTS)
취기를 빌려 (취향저격 그녀 X 산들) OST,산들,https://circlechart.kr/uploadDir/albumImg/thumb/20200728_6FCE2A68A03963186FA6237C062BDD34.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,TOON STUDIO,-17,163,,취기를 빌려 (취향저격 그녀 X 산들)
6집 싸이6甲 Part 1,싸이 (Psy),https://circlechart.kr/uploadDir/albumImg/thumb/7CF146C61A53479BB99603C52CD82AC3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-11,122,,강남스타일
THE SECOND STEP : CHAPTER ONE,TREASURE (트레저),https://circlechart.kr/uploadDir/albumImg/thumb/20220222_122AC7B74B51D7338BF135BC98AB272F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-6,27,,직진 (JIKJIN)
GUESS WHO,ITZY (있지),https://circlechart.kr/uploadDir/albumImg/thumb/20210504_8EBB6412D136836C2EE414E562D66190.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,11,115,,마.피.아. In the morning
Queendom - The 6th Mini Album,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/20210824_BCEE0D2ACB2BF58F42CE2D2818077F16.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,SM Entertainment,-5,51,,Queendom
I NEVER DIE,(여자)아이들,https://circlechart.kr/uploadDir/albumImg/thumb/20220323_14BD2E78F79B38D7D6F857D21B95FAD3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,큐브엔터테인먼트,new,62,,MY BAG
MAP OF THE SOUL : PERSONA,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/F0737FEC82CE4B9DAC4757570373B050.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,3,109,,소우주 (Mikrokosmos)
그 해 우리는 OST Part.5,V,https://circlechart.kr/uploadDir/albumImg/thumb/20211228_DB71D6C87E25776C6E0214001C7EC6B5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,모스트콘텐츠,-12,25,,Christmas Tree
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_D761A443B009FE10F20CB4EC4FB74B5F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,10,73,,ON
ODDINARY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20220323_B635528E11D19FF4906827B5D658D309.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,new,67,,거미줄
HAPPEN,헤이즈 (Heize),https://circlechart.kr/uploadDir/albumImg/thumb/20210525_D43384CC8BBD6A3EC0F5E5E83114FFA7.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,피네이션,-19,140,,헤픈 우연
어제처럼,폴킴,https://circlechart.kr/uploadDir/albumImg/thumb/20220308_05108287E2E11F7697FE56F9910EBCC6.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,메모리즈 프로젝트,new,71,,어제처럼
XOXO,전소미,https://circlechart.kr/uploadDir/albumImg/thumb/20211102_3D684E302167E1A838067FAE3980AC62.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,The Black Label,-33,134,,XOXO
Black Mamba,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20201124_DA01B240DFF01A34F1465A372A1AD0C8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,SM Entertainment,-11,55,,Black Mamba
Eyes wide open,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20201103_E8259FC0B88E19749BB7B8F988A4EEF9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,-,42,,I CAN`T STOP ME
ODDINARY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20220323_6A3F436F075A57AE562F173F969773BD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,new,111,,땡
내 생에 아름다운,이예준,https://circlechart.kr/uploadDir/albumImg/thumb/20220316_172696E79C3AFB959DF22C0E3B4C9189.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,이예준,new,144,,내 생에 아름다운
Butter / Permission to Dance,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20210713_F9AF540FF875DC0722345EAE1700513D.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,-,8,,Permission to Dance
달의 연인 - 보보경심 려 OST Part 2,"로꼬 (LOCO), 펀치(Punch)",https://circlechart.kr/uploadDir/albumImg/thumb/9570F5E88E80421DAAF9AAE583EE5032.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,"Stone Music Entertainment, P&B Entertainment",hot,120,,Say Yes
조각집,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20220104_2B9CD67495E74035F6DF559D6C55D87C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,EDAM엔터테인먼트,-1,57,,드라마
BLOOM*IZ,IZ*ONE (아이즈원),https://circlechart.kr/uploadDir/albumImg/thumb/20200225_98A579609D20F460F9003F1FAF393A6C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,"Stone Music Entertainment, OFF THE RECORD Entertainment",-34,194,,FIESTA
추억은 만남보다 이별에 남아,정동하,https://circlechart.kr/uploadDir/albumImg/thumb/20210209_CF44C551634C2487FF09E1FBF7E82E9E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,뮤직원 컴퍼니,-12,149,,추억은 만남보다 이별에 남아
LOVE YOURSELF 轉 `Tear`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/1CC2DAD417D94DFBB08D21C5D448FDDC.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,-21,169,,Love Maze
Hello Future - The 1st Album Repackage,NCT DREAM,https://circlechart.kr/uploadDir/albumImg/thumb/20210706_F5866F670E98997CB408F15191410E1C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,SM Entertainment,-38,190,,오르골 (Life Is Still Going On)
NONSTOP,오마이걸 (OH MY GIRL),https://circlechart.kr/uploadDir/albumImg/thumb/20200505_1ECFEF89C9CDDBAB611CE0552CB7AE0E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,WM엔터테인먼트,5,162,,살짝 설렜어 (Nonstop)
BORDER : CARNIVAL,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20210504_EF8445ABB05C006217B90F49044C2B0B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,빌리프랩,-21,95,,FEVER
취중고백,김민석,https://circlechart.kr/uploadDir/albumImg/thumb/20211228_5DE92209B54A535B2EFF6B161DEBCAFE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,프로젝트 리본,-6,24,,취중고백
YOUNG-LUV.COM,STAYC(스테이씨),https://circlechart.kr/uploadDir/albumImg/thumb/20220301_E143DE967144A49DDD5C0E313A6407AB.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,하이업엔터테인먼트,36,7,,RUN2U
SOLO,제니 (JENNIE),https://circlechart.kr/uploadDir/albumImg/thumb/107456024A4F4E098B55BFB0B1651664.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-9,96,,SOLO
Dreams Come True - SM STATION,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20211228_A67C387680C3D87D7BD05FE031E12393.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,SM Entertainment,-10,19,,Dreams Come True
마지막처럼,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/52296CE5CABC4D63853AB28395D213BE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-6,81,,마지막처럼
5th Album `LILAC`,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20210330_A788A7E7FBE1896D3A23CD84B2EC8537.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,EDAM엔터테인먼트,-1,33,,라일락
그날에 나는 맘이 편했을까,이예준,https://circlechart.kr/uploadDir/albumImg/thumb/20201208_7F9117DA826E5CED7FC5D72DADD06A69.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,뮤니콘,-30,199,,그날에 나는 맘이 편했을까
SMiLEY,YENA(최예나),https://circlechart.kr/uploadDir/albumImg/thumb/20220125_E75396AA4D9F1424061C4DB8B67483A4.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,위에화엔터테인먼트코리아,-5,20,,SMILEY (Feat. BIBI)
DIMENSION : ANSWER,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20220118_326D5CEC757BC616C1179FA535D1F3CD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,빌리프랩,-10,22,,Polaroid Love
strawberry moon,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20211026_D33CFAA7EA3638A96DA705C16EA71437.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,EDAM엔터테인먼트,-8,39,,strawberry moon
ODDINARY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20220323_36C559B54E99F22789755E6A37A0025C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,new,136,,Lonely St.
너 아니면 안돼,먼데이 키즈 (Monday Kiz),https://circlechart.kr/uploadDir/albumImg/thumb/20220208_60D0715D81ECCBB79368DB5A819F1FC3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,방구석 캐스팅,-57,185,,너 아니면 안돼
Can`t Control Myself,태연 (TAEYEON),https://circlechart.kr/uploadDir/albumImg/thumb/20220125_340AC7CBA0CA4A73AEB18C7B8ADB8E7E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,SM Entertainment,-24,43,,Can`t Control Myself
MORE & MORE,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20200609_E0CCC96B942909061D1C98D2296213A6.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,-14,187,,MORE & MORE
LOVE YOURSELF 承 `Her`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/0CEA025CB2394AA7991F9E8EB3BF6A82.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,-13,157,,보조개
NEXT EPISODE,AKMU (악뮤),https://circlechart.kr/uploadDir/albumImg/thumb/20210803_A2616448EDC0B42B6EE6219659247B7F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-11,110,,낙하 (with 아이유)
스물다섯 스물하나 OST Part 3,비비(BIBI),https://circlechart.kr/uploadDir/albumImg/thumb/20220301_5C5B2B1FDC7871AD0996A651CF99D604.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,"스튜디오 마음C, 화앤담픽쳐스",new,137,,"아주, 천천히"
BE,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20201124_54AE709F78B2F6AC6B1A81ADF882C2EB.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,16,146,,Blue & Grey
R,로제 (ROSE),https://circlechart.kr/uploadDir/albumImg/thumb/20210316_0707242EE8669664FBEB37CF648CF435.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-27,98,,On The Ground
IT`z Different,ITZY (있지),https://circlechart.kr/uploadDir/albumImg/thumb/BE09463F853940598CE06369DBB79B5A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,7,170,,달라달라
너를 생각해,주시크 (Joosiq),https://circlechart.kr/uploadDir/albumImg/thumb/20210928_24C4D405A1006A98D65A891E877E1804.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,뮤직레시피,-7,86,,너를 생각해
THE SECOND STEP : CHAPTER ONE,TREASURE (트레저),https://circlechart.kr/uploadDir/albumImg/thumb/20220222_32F8B38080AFB0ECDF8972104E07B9B1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,58,14,,다라리 (DARARI)
ODDINARY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20220323_84DFE4258018FDB67DEC21FACEB3B266.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,new,175,,"피어난다 (방찬, 리노, 승민, 아이엔)"
How You Like That,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20200630_5FE17C8251AEA51A0C30792C795126E8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,YG Entertainment,-6,26,,How You Like That
스물다섯 스물하나 OST Part 1,태일 (TAEIL),https://circlechart.kr/uploadDir/albumImg/thumb/20220222_5A9771F7ACEB3AFB562E8975C798F0D9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,"스튜디오 마음C, 화앤담픽쳐스",hot,97,,Starlight
`The ReVe Festival` Finale,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/BAECA08B41C3486395EC99A9E3D091EE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,SM Entertainment,3,63,,Psycho
IT`z ME,ITZY (있지),https://circlechart.kr/uploadDir/albumImg/thumb/20200317_9C66B3399E5E12754014116AE6559AFD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,JYP Entertainment,-12,77,,WANNABE
신호등,이무진,https://circlechart.kr/uploadDir/albumImg/thumb/20210518_38D740DFF6A4C54D8D5815CF330BC740.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,쇼플레이,9,36,,신호등
Dynamite,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200825_131C7D85852510037E916A55C83A600E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,BIGHIT MUSIC / HYBE,2,2,,Dynamite
Love poem,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/B51229FC42FB4B7DA2B95A9696272D75.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202203,2203,Kakao Entertainment,3,54,,Blueming
