아이디,기술스택,분야,회사타입,회사명,회사위치,포지션,자격요건,우대사항,주요업무,혜택및복지,회사설명,modified,created,응답률,좋아요,URL,썸네일,Last edited by,Last edited time
https://www.wanted.co.kr/wd/86540,"Apache, CentOS, Firebase, GitLab, MySQL, Nginx, PHP, RESTful WebServices",IT 컨텐츠,"50명이하, IT, 간식, 석식제공, 설립4~9년, 유연근무, 인원급성장, 주차, 컨텐츠",https://www.wanted.co.kr/wd/86540,서울특별시 서초구 강남대로 311 한화생명보험빌딩,PHP 개발자 (운영 및 유지보수),"- PHP 5.2, 8.*- Restful API 사용 경험- OAuth 사용 경험- Mysql- Git","- Bootstrap 4+- ES6 & jQuery- K8s, docker 운영 경험- CentOS 7 & 8 운영 경험- 모던 php framework 사용 경험",- 아파트스토리 서비스 실시간 운영 및 관리- 서비스 세팅 및 유지 관리- 데이터베이스 운영 및 관리- 운영서버 및 클라이언트 유지보수 업무,- 사대보험- 연차 및 휴가- 경조사 지원- 간식 제공- 점심 제공- 퇴근시간 이후 3시간 이상 연장 근무시 석식 제공- 유연근무제 - 코어타임(10시~5시)만 지키고 그 외는 자율- 한달 만근시 연차에서 차감되지 않는 반차 제공 (원하는 요일 선택 가능),"현재 700개단지 / 500,000세대가 사용하는 아파트스토리 서비스는 아파트 관련 전문 커뮤니티 프로그램 및 전자투표, 관리비조회, 주차 방문 사전예약 등 아파트 편의 기능을 제공하고 있으며 아파트 회원을 대상으로 하는 O2O사업을 진행중입니다.항상 현재에 안주하지 않고 아파트를 시작으로 사람들의 삶의 질을 높여줄 수 있는 스마트한 주거플랫폼으로의 도약을 진행 중인 아파트스토리에 많은 관심과 지원 바랍니다.기술 스택 https://stackshare.io/apateuseutori/aptstory","November 21, 2022 6:23 PM","November 12, 2022 3:18 PM",91.7,4,https://www.wanted.co.kr/api/v4/jobs/86540,"https://static.wanted.co.kr/images/company/26436/cu3ass25okyenytl__1080_790.jpg, https://static.wanted.co.kr/images/company/26436/o2ub9tgj3tpnfdbh__1080_790.jpg, https://static.wanted.co.kr/images/company/26436/p7xaysy72cpneg1q__1080_790.jpg, https://static.wanted.co.kr/images/company/26436/z2k7hqas4cecp87v__1080_790.jpg, https://static.wanted.co.kr/images/company/26436/npoc8aetbiesrxo5__1080_790.jpg",serverless-lambda,"November 21, 2022 6:23 PM"
https://www.wanted.co.kr/wd/129482,"CSS, HTML, Java, PHP, Python, SQL, 데이터베이스 설계, 백엔드 개발, 프론트엔드 개발자",IT 컨텐츠,"IT, 간식, 건강검진, 결혼기념일, 수평적조직, 인공지능, 자기계발, 주차, 커피, 컨텐츠",https://www.wanted.co.kr/wd/129482,서울특별시 중구 남대문로9길 40 센터플레이스(Center Place),웹 개발자(프론트엔드/백엔드),"• Java/PHP/Python/SQL/HTML/CSS 등으로 웹 서비스 개발 경험이 있으신 분• 서버 설치, DB 설계 및 운영 경험이 있으신 분",• 타 부서 구성원과의 원활한 커뮤니케이션 능력을 갖추신 분• 웹 서비스 개발 경력 3년 이상 • 컴퓨터 공학 및 소프트웨어 관련 학과 4년제 대졸 이상,"• 신규 웹 서비스 개발(프론트엔드, 백엔드)• 서비스 운영 시 주요 이슈 처리 및 고도화 진행","(업무환경)- 자유복장/수평적 조직문화(닉네임 호칭)- 오픈라운지에서 업무/휴식 가능- 커피머신 및 간식 상시 제공- 중식/야근식대 지원- 8-9시 유연출근제도(자기계발 지원)- 업무관련 자격 응시 비용 지원 ※ 특정 자격증 획득 시 월급 외 자격증 수당 추가 지원 - 문화생활비용 지원(도서, 영화 등)(성과 및 장기근속 보상)- 역량과 성과 중심의 인센티브제 운영- 우수사원/장기근속자 포상(휴가제도)- 연차/반차/반반차 운영- 개인연차 제외 여름휴가- 성과에 따른 추가 포상휴가- 생일/결혼기념일 반차, 창립일 휴가(개인연차 차감X)- 매월 마지막 주 금요일 오전 근무 후 퇴근(기타지원)- 건강검진비용 최대 70% 할인 지원- 명절선물 or 귀향비 지급- 청년소득세 90% 감면","에이아이리더는 CCTV 영상 정보를 분석하는 인공지능 SW 개발 업체로 관련 분야의 인공지능 원천 기술을 기반으로 아래와 같이 다양한 서비스를 개발/제공하고 있습니다. • 방범 CCTV의 차량번호인식 엔진 및 수배차량 추적시스템• CCTV 기반 주차 모니터링 시스템 • 사회적 약자 사고 방지 시스템(객체인식, 트래킹, 속성검색, 경로추적)신규 서비스 런칭 및 시장 확장을 위하여 유능한 웹 개발자분들을 채용하고자 하오니 많은 지원 바랍니다.• 근무지 : 서울 을지로입구역에서 3분 거리, 센터플레이스 23층","November 21, 2022 6:24 PM","November 5, 2022 9:03 PM",76.4,6,https://www.wanted.co.kr/api/v4/jobs/129482,"https://static.wanted.co.kr/images/company/31860/3rr16ziwfg9ktwnv__1080_790.jpg, https://static.wanted.co.kr/images/company/31860/0ueabfmle8wnwa8n__1080_790.jpg, https://static.wanted.co.kr/images/company/31860/r3nelfmqd7lyqvkb__1080_790.jpg, https://static.wanted.co.kr/images/company/31860/5pc0bwijljkgktmn__1080_790.jpg, https://static.wanted.co.kr/images/company/31860/pjawstxdtmrqzhqr__1080_790.jpg, https://static.wanted.co.kr/images/company/31860/ervw1omdef6kth7i__1080_790.jpg",serverless-lambda,"November 21, 2022 6:24 PM"
https://www.wanted.co.kr/wd/66758,,IT 컨텐츠,"IT, 간식, 건강검진, 복지포인트, 설립4~9년, 스타트업, 유연근무, 음료, 자율복장, 컨텐츠, 퇴사율5%이하",https://www.wanted.co.kr/wd/66758,서울특별시 서초구 서초대로77길 17 BLOCK77,Python 모니터링 에이전트 개발자,"• Python 3.x• 클라이언트 / 서버 통신 구조에 대한 이해• 웹 프레임워크, 비동기 라이브러리, Queue, RDB, NOSQL 에 대한 이해• Agile 소프트웨어 개발에 대한 이해","• Python IT 서비스 운영 경험• Python 성능 개선 경험• Golang 개발 경험• AWS, Azure, GCP를 포함한 클라우드 플랫폼 자격증• WhaTap, NewRelic, DataDog, CloudWatch, Telegraf, Prometheus, Zabbix 등의 모니터링 서비스 사용/적용 경험",• Python 에이전트 개발• 와탭 Python 모니터링 사용자 지원 (설치 및 이슈 대응)• 신규 라이브러리 대응• Python 모니터링 서비스 소개,"[일하는 방식] • 호칭은 이름 뒤에 '님'을 붙여 사용하고 직급이 없는 수평적인 문화를 지향합니다 • 불필요한 회의를 지양하며, 업무상 이슈 및 공유 사항은 필요할 때 수시로 미팅합니다. • 매주 금요일은 업무보다는 '공유세션'이라는 이름으로 팀원 뿐만 아니라 타 직무 멤버와 협업을 장려합니다.    한 주를 되돌아보고 업무를 공유하거나 창조적 발상을 실현하기 위한 준비 시간을 갖습니다. • 수평적 토론 문화를 지향하므로, 타 멤버에 자유롭게 피드백 의견을 제시할 수 있습니다.[업무 환경] • 유연근무(시차출근제) 시행으로 오전 11시까지 자율적으로 출근할 수 있습니다.  • 강남역 9번 출구에서 3분 거리에 있습니다. • 자율복장으로 일하기 편한 옷차림이 가장 좋은 옷차림입니다. • 최신 맥북 또는 그램이 제공됩니다.[혜택 및 복지] • 무제한 연차를 지원합니다. 필요한 때에 원하는 만큼 휴가를 사용할 수 있습니다. • 복지 포인트를 연간 240만원 지원합니다. • 본인이 읽는 책이면 어떤 책이든 회사에서 구매해 드립니다. • 세미나, 교육 등 참석을 권장하고 비용을 지원합니다.  • 직계가족 4인까지 건강검진 비용을 제공합니다.  • 직무 관련 외부 교육 신청 비용을 지원합니다.  • 본인의 성장에 도움이 되는 업무와 연관된 강의라면 회사에서 구매해 드립니다. • 본인과 가족 생일에는 소중한 분들과 보낼 수 있도록 16시에 퇴근합니다. • 간식과 음료가 언제나 마련되어 있습니다. • 금요일은 회사에서 점심식사를 제공합니다. 전직원과 함께 즐거운 식사시간을 보내세요. [채용절차] • 서류 면접: 보내주신 이력서와 참고 자료를 검토합니다. • 전화 면접: 지원하신 포지션과의 적합성 여부를 확인합니다. • 임원 면접: 회사와 개인의 목표가 일치하는지 논의합니다. • 코딩테스트: 1시간 분량의 코딩테스트를 진행합니다. • 실무 면접: 함께 일할 동료들과 직무 적합성을 검토합니다. • 프로젝트 진행: 개발 과제에 대한 프로젝트를 진행합니다.   • 주 1회 면접자와 피면접자가 협의한 시간에 과제 진행 상황을 리뷰하고 질의 응답을 진행합니다. (비대면)   • 프로젝트 수행에 대한 비용을 지급합니다. (회사 내규 기준으로 정산하며 본인의사로 프로젝트를 중단한 경우에는 지급하지 않습니다.) • 최종합격: 채용 과제 수행 결과를 기반으로 최종합격 여부가 결정됩니다.","• 와탭랩스는 개발자와 운영자가 서비스를 개발 및 운영을 하며 필요한 성능 모니터링을 할 수 있는 와탭 서비스를 제공합니다. • 와탭랩스는 No.1 SaaS 모니터링 서비스 스타트업으로 2021년 7월 코로나19 백신 예약 시스템을 원활하게 제공하기 위해 참여한 유일한 스타트업입니다.• 총 투자 금액 183억! 성장세 2배! 현대자동차, 롯데그룹, LG UPLUS, 질병관리청 등 1,100개 고객사가 사용하는 와탭 서비스의 가치를 잠재 고객에게 전달하는 여정에 합류하세요!Python 애플리케이션 모니터링 에이전트 개발에 참여하여, 기능 확장에 기여하실 개발자를 모집합니다.• 이력서는 꼭! PDF로 제출해 주세요.• 연봉은 신입 기준 4,000만원 이상으로 책정되어 있습니다.","November 21, 2022 6:24 PM","November 12, 2022 3:19 PM",95.85,23,https://www.wanted.co.kr/api/v4/jobs/66758,"https://static.wanted.co.kr/images/company/123/ptb1mjusmnf6jupa__1080_790.jpg, https://static.wanted.co.kr/images/company/123/hy0tcxkveys2tof0__1080_790.jpg, https://static.wanted.co.kr/images/company/123/frmu78qef3jnr38y__1080_790.jpg, https://static.wanted.co.kr/images/company/123/dptk3brhlolg0qew__1080_790.png, https://static.wanted.co.kr/images/company/123/pbrdqagrhtxvlnic__1080_790.png, https://static.wanted.co.kr/images/company/123/pjjznmnmbotezyk3__1080_790.jpg, https://static.wanted.co.kr/images/company/123/rp1ik9igaf5v33l9__1080_790.jpg",serverless-lambda,"November 21, 2022 6:24 PM"
https://www.wanted.co.kr/wd/119757,,IT 컨텐츠,"50명이하, IT, 건강검진, 리프레시휴가, 설립4~9년, 스타트업, 식비, 인원급성장, 컨텐츠, 택시비",https://www.wanted.co.kr/wd/119757,서울특별시 강남구 테헤란로 501 브이플렉스,백엔드 개발자,"[ 이런 분을 찾고 있습니다 ]• 관계형 데이터베이스에 대한 이해가 있으신 분• JavaScript / TypeScript에 대한 이해가 있으신 분• RESTful API 에 대한 이해가 있으신 분• 코드 리뷰에 긍정적이고, 원활한 커뮤니케이션이 가능하신 분[ 기술스택 ]• 기술스택 : Node.js, Express.js, Apollo Server(GraphQL), TypeScript• 데이터베이스 : AWS RDS Aurora, MongoDB• 배포 : Kubernetes, Docker, Github Actions• 모니터링 : Datadog• 협업 툴 : Git, Jira, Slack","[ 이런 분이면 더 좋습니다 ]• 스타트업 및 IT업계에서 서비스 개발 경험이 있으신 분• AWS를 활용한 개발, 운영 경험이 있으신 분• Kubernetes, container 환경에서의 운영 경험이 있으신 분• Microservice Architecture에 대한 경험이 있으신 분• 기획부터 개발, 런칭 운영까지 경험이 있으신 분• 학습과 성장에 관심이 많고, 자기 개발을 위해 노력하시는 분",[ 이런 업무를 담당합니다 ]• 니콘내콘 RESTful API를 개발 합니다.• 백오피스 시스템 GraphQL API 개발 합니다.• 서비스 아키텍처 설계부터 출시까지 신규 서비스 개발에 참여 합니다.,"더블엔씨는 구성원들에게 최적의 환경을 제공하기 위해 항상 고민하고 있습니다.더블엔씨의 복지는 매일 매일 업그레이드 됩니다.1. 유연하고 효율적으로 일해요.• 나이, 직위 관계없이 모두 동등한 ‘님’이에요.• 원하는 시간에 자유롭게 출근해요. (08:30 ~ 10:30)• 업무용 개인 장비 구매 시 최대 20만 원까지 지원해 드려요.• 야근은 하지 않아요. (꼭 해야 한다면 저녁 식사&택시비 100% 지원!)• 휴가 사용엔 이유가 없어요. 1시간 단위 연차도 가능!2. 성장과 발전을 지원해요.• 신규 입사자의 빠른 적응을 위해 Buddy와 온보딩 프로그램이 있어요.• 동반 성장을 위한 직무 스터디 활동과 비용을 지원해 드려요.• 직무와 관련된 도서 구매 및 온오프라인 교육을 무제한 지원해 드려요.• 직접 고객이 되어보도록 매월 니콘머니를 최대 5만원까지 드려요.• 열심히 일했다면 재충전이 필요하죠. 최대 2주의 리프레시 휴가!3. 이 외에도, 매일 복지를 더하고 있어요.• 식비 고민을 덜 수 있도록, 매일 점심식대 7,000원을 지원해 드려요.• 금요일은 점심시간 1시간 30분! 다양한 구성원과 점심을 즐겨요.• 몸도 마음도 건강하게, 건강검진&심리상담 지원해 드려요.• 기쁨도 슬픔도 나누고 싶어요. 경조휴가 및 경조금 지원해 드려요.• 명절은 가족들과 행복하게 보내요. 단축 근무 시행&명절 선물 드려요.","[ 더블엔씨 소개 ] 더블엔씨와 함께 성장의 즐거움을 함께하고 새로운 시각을 더해줄 멋진 동료를 찾습니다! 더블엔씨는 누적 다운로드 수 85만, 누적 거래액 1100억 원의 기프티콘 중고거래 플랫폼 ‘니콘내콘’ 을 운영하는 IT 스타트업입니다.더블엔씨는 연 160% 이상의 성장세를 보이며 누구보다 빠르게 성장해 나가고 있습니다.단순히 기프티콘 중고 거래에만 머물지 않고, 누구나 쉽고 편리하게 합리적 쇼핑생활을 누릴 수 있게 하는 것이 우리의 목표입니다.우리의 기술을 통해 고객의 소비생활을 함께 혁신해 나갈 동료를 기다립니다.","November 22, 2022 1:55 PM","November 5, 2022 9:03 PM",99.3,14,https://www.wanted.co.kr/api/v4/jobs/119757,"https://static.wanted.co.kr/images/company/15626/pkwmq5zafzbsfxns__1080_790.jpg, https://static.wanted.co.kr/images/company/15626/loggngs8ypicro8m__1080_790.jpg, https://static.wanted.co.kr/images/company/15626/vsldkimfy1hggboz__1080_790.jpg, https://static.wanted.co.kr/images/company/15626/pogtdvihpt6phbsn__1080_790.jpg, https://static.wanted.co.kr/images/company/15626/0uqdg7pml81es9sk__1080_790.png",serverless-lambda,"November 22, 2022 1:55 PM"
https://www.wanted.co.kr/wd/134191,,판매 유통,"50명이하, 설립4~9년, 스타트업, 유통, 퇴사율5%이하, 판매",https://www.wanted.co.kr/wd/134191,서울특별시 강남구 도산대로6길 12,웹개발,• 필수 자격 요건 없음,"- 웹 개발• 컴퓨터/시스템공학 전공• 도덕적이고 성실하신 분• 해당직무 근무 경험자• 커뮤니케이션 능력이 뛰어난 분• 기본적인 SQL문 쿼리 이해 능력• Javascript(ES+6), React 웹/앱, 반응형 웹 개발 경력• 모바일 앱 개발 경력• 서버 운영 관련 경력• PHP Restful API , Typescript 사용  경험자",- 웹 개발• 자사 웹 서비스 풀스택 개발 및 유지보수• 웹뷰 기반 모바일 웹 개발 및 유지보수,•급여 별도 식대 제공 (10만원/월)• 지각데이 1년에 4개씩 지급  (업무에 지장이 없는 경우 상급자의 허락 없이 오후 2시까지 출근 할 수 있는 제도)• 근속기간에 따른 복지 1) 3년차 : 30만원 이내의 항공권 + 3일 휴가 2) 5년차 : 50만원 이내의 항공권 + 5일 휴가 3) 10년차 : 100만원 이내의 항공권 + 10일 휴가[전형절차] 1차 지원서 접수  →  2차 면접(입사지원 이력서)    (별도연락)[근무형태]정규직 (수습기간 3개월)[급여]면접 후 결정[근무시간]평일 5일 근무 09시~18시 / 점심시간: 11시 50분~13시 00분(70분),"우노스는 2015년에 설립된 스타트업 기업으로써 다양한 결제솔루션을 자체적으로 제조, 개발, 유통 등을 하는 회사입니다. 현재 쥬씨, 에그드랍, 더벤티, 풀바셋 등 국내 유명 프랜차이즈 뿐만 아니라 2021부터 삼성전자 키오스크의 공식 글로벌 파트너로 선정되어 다양한 곳에 키오스크를 납품하고 있습니다. 빗썸, 페이코, 카카오페이, 제로페이, KIS정보통신, NICE정보통신 등의 업체들과 제휴협력 관계를 맺고 있습니다.","November 22, 2022 1:55 PM","November 5, 2022 9:03 PM",0,1,https://www.wanted.co.kr/api/v4/jobs/134191,"https://static.wanted.co.kr/images/company/25606/pfhg9bobjmyzeasx__1080_790.jpg, https://static.wanted.co.kr/images/company/25606/ppgzcv2z123uqiaf__1080_790.jpg, https://static.wanted.co.kr/images/company/25606/zfpvygi4wf3aszcf__1080_790.jpg",serverless-lambda,"November 22, 2022 1:55 PM"
https://www.wanted.co.kr/wd/131368,"C, C++, Flutter, JavaScript, MySQL, PHP, Spring Framework",IT 컨텐츠,"50명이하, IT, 설립10년이상, 성과급, 연봉상위11~20%, 인원급성장, 재택근무, 컨텐츠",https://www.wanted.co.kr/wd/131368,서울특별시 용산구 원효로84길 12 미성상사(주),웹개발,"• 웹개발 관련 퍼블리싱, 서버 등에 대한 이해• ASP.NET(C#) 개발에 대한 경험 혹은 관심",• 풀스택 개발자가 되고자 하시는 분•,• 클라우드 폰트 서비스 웹 개발 및 유지보수• 폰트 관련 응용프로그램 개발,"• 전면 재택근무• 4대보험• 전공도서, 교육 지원• 자율적인 스케줄 관리• 문화생활 장려• 성과급 제공","기본을 더 완벽하게, 폰트를 더 새롭게! 폰트릭스2005년 설립 이후 좋은 글자를 만들기 위해 노력하는 폰트릭스는최고의 전문 인력들로 지난 15년 동안 600여종의 자사폰트 개발,기업전용폰트, 다국어폰트등 다양한 폰트 개발과 빠르게 변화하는 시장에대응할 수 있는 노하우 및 다수의 기술 특허를 보유하고 있는타입디자인 전문회사입니다. (자사폰트 600여 종/디자인특허 30/기술특허 7)★빛나는 디자인을 위한 폰트 구독서비스★ Rix클라우드다양한 폰트를 언제 어디서나, 편리하게 사용할 수 있는 서비스입니다.","November 22, 2022 1:55 PM","November 5, 2022 9:03 PM",0,1,https://www.wanted.co.kr/api/v4/jobs/131368,"https://static.wanted.co.kr/images/company/30389/p9da8h8dbhuecp37__1080_790.jpg, https://static.wanted.co.kr/images/company/30389/ectzlwcuaso8djtb__1080_790.jpg",serverless-lambda,"November 22, 2022 1:55 PM"
https://www.wanted.co.kr/wd/94579,,IT 컨텐츠,"51~300명, IT, 간식, 건강검진, 동호회, 복지포인트, 설립4~9년, 스톡옵션, 식비, 연봉상위11~20%, 음료, 인원급성장, 직무교육, 커피, 컨텐츠",https://www.wanted.co.kr/wd/94579,서울특별시 용산구 서빙고로 17,[플랫폼 서버 그룹] - 백엔드 개발자,"- Java & Spring Framework 기반 서비스 개발 경험이 있으신 분- JPA 등 ORM 에 대한 이해가 있는 분- MySQL 등 RDBMS 에 대한 이해가 있는 분- MongoDB, Redis등의 NoSQL 운영 경험이 있는분- 커뮤니케이션을 간단 명료하게 하실 수 있는 분- 주어진 역할에 대해 책임감있게 업무를 수행하실 수 있는 분- 동료가 어려움을 겪을 때 적극적으로 이끌어줄 수 있는 분","- Object에 대한 Cloud Rendering, Cloud Simulation 구현 경험- Market Place / Media Processing / Game / Communication Tool / AR/VR/MR 서비스 경험- Agile SW 경험- Docker Container 경험- CI/CD Pipelines 경험- Kafka, Spark, Hbase, Cassandra, and Redis 경험- MSA 에 대한 이해를 바탕으로 설계 / 구현 경험- Amazon Web Services(또는 다른 클라우드) 경험- Computer Science/Engineering 또는 연관 전공- Web Services / API design(Restful or gRPC) 및 개발 경험- 미디어 서버 개발 경험","- Squars의 Content Authoring 어플리케이션 서버 개발을 담당합니다.- Squars에 포함되는 다양한 웹 서비스 서버 개발을 담당합니다.- Squars 백엔드 개발 환경을 개선하고, 공통 라이브러리와 API 개발에 참여합니다.[주요역할]• 버넥트 플랫폼의 리펙토링과 차기 플랫폼 설계와 개발을 담당합니다. 문제점 발견 시 Deep Dive하여 직접 해결 또는 동료와 협업하여 해결합니다.• 시스템 디자인 리뷰 및 코드 리뷰 참여, 팀이 표준을 지키고 좋은 품질의 코드가 유지될 수 있도록 실행합니다.• 기술 연구소, 서비스 기획, 개발팀, 유관부서와 협업하여 복잡한 비지니스 문제를 해결하기 위한 핵심 프로젝트 수행","＜플랫폼센터 소개＞버넥트 플랫폼센터는 플랫폼 웹서비스인 SQUARS의 기획/디자인/개발을 담당하며 플랫폼의 주요 피처에는 아래 내용이 포함됩니다. - Web AR/VR Content Authoring을 담당하는 SQUARS Studio 서비스 - 원활한 원격 협업 AR/VR Content Authoring을 지원하는 Squars Collaboration 서비스 - 고객의 App에 직접 탑재하여 Object Targeting , Object Training , Cloud Recognition 등의 기능을 구현하도록 제공하는 SQUARS SDK 서비스 - 고객이 직접 자체 기능을 구현 할 수 있도록 제공하는 SQUARS API 서비스 - 모바일 디바이스로 웹에서 바로 Object를 타겟팅하고 인식 할 수 있는 Squars Target 서비스 - 저작에 사용되는 다양한 Asset과 저작된 컨텐츠를 공유 할 수 있는 Squars Open Share Place1. 버넥트만의 주요 혜택- 합격된 분께는 대기업 IT개열 회사 수준의 연봉을 제공합니다.    - 연구직군은 5,500만원, 개발직군은 5,000만원을 보장합니다.- 전직원 스톡옵션을 부여합니다.- 연간 360만원의 복지포인트를 제공하며, 식비, 교육, 건강검진 등 자유롭게 사용 가능합니다.- 추천된 지원자께서 요청된 과제를 수행 하면, 과제 수행 인센티브를 제공합니다.- 버넥트 유럽 법인(비엔나)으로 순환 근무 기회가 주어집니다. (항공권, 숙소 지원)2. 유연한 업무 시간과 워라밸을 위해- 자율 출퇴근제를 운영합니다. - 월1회 본인이 희망하는 날 조기 퇴근 합니다.- 야근 시 발생하는 비용(식사, 교통)을 전액 지원하고, 불가피한 초과 근무는 휴가로 보상합니다.- 장기근속자에게 유급휴가와 휴가지원금을 제공합니다.    - 3년 근속 : 유급휴가 3일, 휴가지원금 200만원    - 5년 근속 : 유급휴가 5일, 휴가지원금 200만원    - 7년 근속 : 유급휴가 7일, 휴가지원금 300만원    - 10년 근속 : 유급휴가 10일, 휴가지원금 500만원3. 업무에 몰입할 수 있는 환경을 위해- 신규입사자 분들께 웰컴 키트를 제공합니다.- 최신의 업무 장비 지원합니다. - 최신 IT 장비(홀로렌즈2, HMD etc) 활용이 가능합니다.- 업무효율 향상을 위해 다양한 협업 Tool 을 활용합니다. (Teams, Notion, JIRA, Salesforce etc)- 스낵바를 운영하며, 다양한 간식과 음료, 커피를 무제한 제공합니다.- 쾌적한 사무실에서 근무합니다.4. 소통과 협업을 잘 하기 위해- 편한 소통과 존중하는 문화를 지향합니다.- 매주 금요일 전사 세미나를 통해 회사 주요 사항을 공유하고 적극 소통합니다.- 팀 활동 비용을 지원합니다. (1인당 월 2만원)- 타 팀과의 소통을 지원합니다. (2주에 한 번, 타 팀과 2시간 식사/티타임 가능)- 스포츠, 문화 등 동호회 활동을 지원합니다.5. 역량 개발을 위해- 국내/해외에서 열리는 산업계 전시회, XR 관련 전시/학회/세미나 참여를 지원합니다.- 연간 지급되는 복지포인트를 활용한 직무 교육과 도서 구매를 지원합니다.- 스터디 소모임을 지원합니다.6. 경조사/명절/기념일을 위해- 각종 경조사에 휴가, 경조금, 화환, 상조용품 지원합니다.- 설과 추석에는 선물을 제공하고, 해당 연휴 전날 조기 퇴근합니다.- 생일을 맞은 직원에게 상품권(10만원)을 지급하고, 당일 조기 퇴근 합니다.- 회사 창립일에 기념 선물을 제공합니다.7. 기타 지원- 건강검진일에는 반일휴가를, 코로나 백신 접종 시에는 백신휴가를 제공합니다.- 멘토링 제도 운영을 통해 신규 입사자의 정착을 지원합니다.- 버넥트와 함께 버넥트가 지향하는 다양한 ESG 활동에 참여 가능합니다.8. 기타 사항- 국가유공자 및 장애인 등 취업보호대상자는 관계 법령에 따라 우대합니다.","글로벌 최고의 XR 플랫폼 기업을 함께 만들어갈 동료를 찾고 있습니다!버넥트의 현재: 국내 최고 산업용 XR 솔루션 기업- 최근 한국가상증강현실산업협회 '코리아 메타버스 어워드' 포함 30건 이상 수상 경력- XR 단독 분야, 국내 최고/최다 인력 보유(120명+). 90건 이상의 지적재산권- 2021년, XR 분야에서 시리즈 B 단계 최대 규모 투자 유치(300억)버넥트의 미래: 글로벌 최고 XR 플랫폼 기업- 유럽을 포함한 다양한 국가 대상으로 글로벌 진출 준비를 하고 있습니다(현재 한국 법인은 오스트리아 유럽법인과 함께 협업을 하고 있습니다.)- AR Technology 플랫폼인 “SQUARS”를 출시하였습니다.- 코스닥 상장을 계획하고 있습니다. [Mission]- 사람/로봇, 시간/공간, 정보/지식/지혜를 서로 연결하여 새로운 가치 창출[Vision]- 글로벌 No.1 XR 플랫폼 기업 - 생활 전반에 XR 기술이 스며들게 한다.","November 22, 2022 1:55 PM","November 12, 2022 3:19 PM",96.7,54,https://www.wanted.co.kr/api/v4/jobs/94579,"https://static.wanted.co.kr/images/company/505/hjl0p0ewnjyevwlw__1080_790.jpg, https://static.wanted.co.kr/images/company/505/vyrx0l5agq7fmdxy__1080_790.jpg, https://static.wanted.co.kr/images/company/505/c7xvvq7kwete7ao0__1080_790.jpg, https://static.wanted.co.kr/images/company/505/ps2rbbtpxeydvyju__1080_790.jpg, https://static.wanted.co.kr/images/company/505/cpru5mmlucvq7mm1__1080_790.jpg, https://static.wanted.co.kr/images/company/505/4jjwipjoprav2lgc__1080_790.jpg, https://static.wanted.co.kr/images/company/505/om301ush2zo2dkbg__1080_790.jpg, https://static.wanted.co.kr/images/company/505/oxrsh1zfiuvutckj__1080_790.jpg, https://static.wanted.co.kr/images/company/505/glr7lffce9ioqdaw__1080_790.jpg",serverless-lambda,"November 22, 2022 1:55 PM"
